class,precision,recall,f1-score,support
Apple___Apple_scab,1.0,1.0,1.0,94
Apple___Black_rot,1.0,1.0,1.0,93
Apple___Cedar_apple_rust,1.0,0.975609756097561,0.9876543209876543,41
Apple___healthy,1.0,1.0,1.0,247
Blueberry___healthy,1.0,1.0,1.0,225
Cherry_(including_sour)___Powdery_mildew,1.0,1.0,1.0,158
Cherry_(including_sour)___healthy,1.0,1.0,1.0,128
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,0.8536585365853658,0.9090909090909091,0.8805031446540881,77
Corn_(maize)___Common_rust_,1.0,0.9832402234636871,0.9915492957746479,179
Corn_(maize)___Northern_Leaf_Blight,0.9383561643835616,0.9256756756756757,0.9319727891156463,148
Corn_(maize)___healthy,1.0,1.0,1.0,174
Grape___Black_rot,1.0,1.0,1.0,177
Grape___Esca_(Black_Measles),1.0,1.0,1.0,207
Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1.0,0.9937888198757764,0.9968847352024922,161
Grape___healthy,0.9692307692307692,1.0,0.984375,63
Orange___Haunglongbing_(Citrus_greening),1.0,1.0,1.0,826
Peach___Bacterial_spot,0.9942363112391931,1.0,0.9971098265895953,345
Peach___healthy,1.0,1.0,1.0,54
"Pepper,_bell___Bacterial_spot",1.0,0.9933333333333333,0.9966555183946488,150
"Pepper,_bell___healthy",0.9955156950672646,1.0,0.9977528089887641,222
Potato___Early_blight,0.9868421052631579,1.0,0.9933774834437086,150
Potato___Late_blight,1.0,0.96,0.9795918367346939,150
Potato___healthy,0.9583333333333334,1.0,0.9787234042553191,23
Raspberry___healthy,0.9824561403508771,1.0,0.9911504424778761,56
Soybean___healthy,0.9986910994764397,0.9986910994764397,0.9986910994764397,764
Squash___Powdery_mildew,1.0,1.0,1.0,275
Strawberry___Leaf_scorch,1.0,1.0,1.0,166
Strawberry___healthy,1.0,1.0,1.0,68
Tomato___Bacterial_spot,0.9842767295597484,0.9811912225705329,0.9827315541601256,319
Tomato___Early_blight,0.9859154929577465,0.9333333333333333,0.958904109589041,150
Tomato___Late_blight,0.9825783972125436,0.986013986013986,0.9842931937172775,286
Tomato___Leaf_Mold,1.0,1.0,1.0,143
Tomato___Septoria_leaf_spot,0.9886363636363636,0.981203007518797,0.9849056603773585,266
Tomato___Spider_mites Two-spotted_spider_mite,0.9836065573770492,0.9561752988047809,0.9696969696969697,251
Tomato___Target_Spot,0.926605504587156,0.957345971563981,0.9417249417249417,211
Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.9975093399750934,0.996268656716418,0.9968886123210952,804
Tomato___Tomato_mosaic_virus,1.0,1.0,1.0,56
Tomato___healthy,0.956,1.0,0.9775051124744376,239
