class,precision,recall,f1-score,support
Apple___Apple_scab,0.9791666666666666,1.0,0.9894736842105263,94
Apple___Black_rot,0.9893617021276596,1.0,0.9946524064171123,93
Apple___Cedar_apple_rust,1.0,1.0,1.0,41
Apple___healthy,0.9959514170040485,0.9959514170040485,0.9959514170040485,247
Blueberry___healthy,1.0,1.0,1.0,225
Cherry_(including_sour)___Powdery_mildew,1.0,0.9936708860759493,0.9968253968253968,158
Cherry_(including_sour)___healthy,1.0,1.0,1.0,128
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,0.8444444444444444,0.987012987012987,0.9101796407185628,77
Corn_(maize)___Common_rust_,1.0,1.0,1.0,179
Corn_(maize)___Northern_Leaf_Blight,0.9925925925925926,0.9054054054054054,0.9469964664310954,148
Corn_(maize)___healthy,1.0,1.0,1.0,174
Grape___Black_rot,1.0,0.9774011299435028,0.9885714285714285,177
Grape___Esca_(Black_Measles),0.9857142857142858,1.0,0.9928057553956835,207
Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1.0,1.0,1.0,161
Grape___healthy,1.0,1.0,1.0,63
Orange___Haunglongbing_(Citrus_greening),1.0,1.0,1.0,826
Peach___Bacterial_spot,1.0,0.9971014492753624,0.9985486211901307,345
Peach___healthy,0.9818181818181818,1.0,0.9908256880733946,54
"Pepper,_bell___Bacterial_spot",0.9933774834437086,1.0,0.9966777408637874,150
"Pepper,_bell___healthy",1.0,1.0,1.0,222
Potato___Early_blight,0.9868421052631579,1.0,0.9933774834437086,150
Potato___Late_blight,1.0,1.0,1.0,150
Potato___healthy,1.0,1.0,1.0,23
Raspberry___healthy,1.0,0.9821428571428571,0.990990990990991,56
Soybean___healthy,1.0,1.0,1.0,764
Squash___Powdery_mildew,1.0,1.0,1.0,275
Strawberry___Leaf_scorch,1.0,1.0,1.0,166
Strawberry___healthy,1.0,1.0,1.0,68
Tomato___Bacterial_spot,0.9694189602446484,0.9937304075235109,0.9814241486068112,319
Tomato___Early_blight,0.9790209790209791,0.9333333333333333,0.9556313993174061,150
Tomato___Late_blight,0.9826989619377162,0.993006993006993,0.9878260869565217,286
Tomato___Leaf_Mold,1.0,0.986013986013986,0.9929577464788732,143
Tomato___Septoria_leaf_spot,0.974169741697417,0.9924812030075187,0.9832402234636871,266
Tomato___Spider_mites Two-spotted_spider_mite,0.9871244635193133,0.9163346613545816,0.9504132231404959,251
Tomato___Target_Spot,0.9345794392523364,0.9478672985781991,0.9411764705882353,211
Tomato___Tomato_Yellow_Leaf_Curl_Virus,1.0,0.9888059701492538,0.9943714821763602,804
Tomato___Tomato_mosaic_virus,1.0,0.9821428571428571,0.990990990990991,56
Tomato___healthy,0.9409448818897638,1.0,0.9695740365111561,239
