class,precision,recall,f1-score,support
Apple___Apple_scab,1.0,1.0,1.0,94
Apple___Black_rot,1.0,1.0,1.0,93
Apple___Cedar_apple_rust,1.0,1.0,1.0,41
Apple___healthy,0.9878542510121457,0.9878542510121457,0.9878542510121457,247
Blueberry___healthy,1.0,0.9955555555555555,0.9977728285077951,225
Cherry_(including_sour)___Powdery_mildew,1.0,1.0,1.0,158
Cherry_(including_sour)___healthy,1.0,0.9921875,0.996078431372549,128
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,0.8351648351648352,0.987012987012987,0.9047619047619048,77
Corn_(maize)___Common_rust_,0.9944444444444445,1.0,0.9972144846796658,179
Corn_(maize)___Northern_Leaf_Blight,0.9779411764705882,0.8986486486486487,0.9366197183098591,148
Corn_(maize)___healthy,1.0,1.0,1.0,174
Grape___Black_rot,0.9888268156424581,1.0,0.9943820224719101,177
Grape___Esca_(Black_Measles),0.9951456310679612,0.9903381642512077,0.9927360774818402,207
Grape___Leaf_blight_(Isariopsis_Leaf_Spot),1.0,1.0,1.0,161
Grape___healthy,0.984375,1.0,0.9921259842519685,63
Orange___Haunglongbing_(Citrus_greening),1.0,1.0,1.0,826
Peach___Bacterial_spot,1.0,0.9971014492753624,0.9985486211901307,345
Peach___healthy,1.0,0.9814814814814815,0.9906542056074766,54
"Pepper,_bell___Bacterial_spot",0.9933333333333333,0.9933333333333333,0.9933333333333333,150
"Pepper,_bell___healthy",0.9954954954954955,0.9954954954954955,0.9954954954954955,222
Potato___Early_blight,1.0,0.9866666666666667,0.9932885906040269,150
Potato___Late_blight,1.0,0.9733333333333334,0.9864864864864865,150
Potato___healthy,1.0,0.9565217391304348,0.9777777777777777,23
Raspberry___healthy,1.0,1.0,1.0,56
Soybean___healthy,0.9960835509138382,0.9986910994764397,0.9973856209150327,764
Squash___Powdery_mildew,1.0,1.0,1.0,275
Strawberry___Leaf_scorch,1.0,0.9879518072289156,0.9939393939393939,166
Strawberry___healthy,1.0,1.0,1.0,68
Tomato___Bacterial_spot,0.9722222222222222,0.987460815047022,0.9797822706065319,319
Tomato___Early_blight,0.9391891891891891,0.9266666666666666,0.9328859060402684,150
Tomato___Late_blight,0.9578947368421052,0.9545454545454546,0.9562171628721541,286
Tomato___Leaf_Mold,0.9861111111111112,0.993006993006993,0.9895470383275261,143
Tomato___Septoria_leaf_spot,0.9736842105263158,0.9736842105263158,0.9736842105263158,266
Tomato___Spider_mites Two-spotted_spider_mite,0.9832635983263598,0.9362549800796812,0.9591836734693877,251
Tomato___Target_Spot,0.8973214285714286,0.95260663507109,0.9241379310344827,211
Tomato___Tomato_Yellow_Leaf_Curl_Virus,1.0,0.986318407960199,0.9931120851596744,804
Tomato___Tomato_mosaic_virus,1.0,1.0,1.0,56
Tomato___healthy,0.9484126984126984,1.0,0.9735234215885947,239
